sentences,tokens,tags
বিএনপি নেতা মওদুদ আহমদ গতকাল শুক্রবার সংসদে যাওয়ার ঘোষণাও দিয়েছেন।,"['বিএনপি', 'নেতা', 'মওদুদ', 'আহমদ', 'গতকাল', 'শুক্রবার', 'সংসদে', 'যাওয়ার', 'ঘোষণাও', 'দিয়েছেন', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"গতকাল শুক্রবার কারওয়ান বাজার, মহাখালী কাঁচাবাজার ও উত্তরার বিভিন্ন বাজার ঘুরে দেখা গেছে, শাকসবজি ও মাছের সরবরাহ কম, দাম বেশি।","['গতকাল', 'শুক্রবার', 'কারওয়ান', 'বাজার', '<PUNCT>', 'মহাখালী', 'কাঁচাবাজার', 'ও', 'উত্তরার', 'বিভিন্ন', 'বাজার', 'ঘুরে', 'দেখা', 'গেছে', '<PUNCT>', 'শাকসবজি', 'ও', 'মাছের', 'সরবরাহ', 'কম', '<PUNCT>', 'দাম', 'বেশি', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
বিদ্যুৎস্পৃষ্ট হয়ে মৃত্যু ফরিদপুর শহরের ঝিলটুলী এলাকায় গতকাল শুক্রবার লোহার রড দিয়ে আম পাড়তে গিয়ে বিদ্যুৎস্পৃষ্ট হয়ে মারা গেছেন মো. মোশাররফ মোল্লা (৩৫)।,"['বিদ্যুৎস্পৃষ্ট', 'হয়ে', 'মৃত্যু', 'ফরিদপুর', 'শহরের', 'ঝিলটুলী', 'এলাকায়', 'গতকাল', 'শুক্রবার', 'লোহার', 'রড', 'দিয়ে', 'আম', 'পাড়তে', 'গিয়ে', 'বিদ্যুৎস্পৃষ্ট', 'হয়ে', 'মারা', 'গেছেন', 'মো', '<PUNCT>', 'মোশাররফ', 'মোল্লা', '<PUNCT>', '৩৫', '<PUNCT>', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
গতকাল শুক্রবার সকালে পৌরসভার হলের কক্ষে কাউন্সিলররা সংবাদ সম্মেলন ডেকে ওই কর্মসূচি ঘোষণা করেন।,"['গতকাল', 'শুক্রবার', 'সকালে', 'পৌরসভার', 'হলের', 'কক্ষে', 'কাউন্সিলররা', 'সংবাদ', 'সম্মেলন', 'ডেকে', 'ওই', 'কর্মসূচি', 'ঘোষণা', 'করেন', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
গতকাল শুক্রবার সকালে বাড়ির পাশের একটি নিমগাছে গলায় রশি পেঁচানো অবস্থায় তাঁর লাশ পাওয়া যায়।,"['গতকাল', 'শুক্রবার', 'সকালে', 'বাড়ির', 'পাশের', 'একটি', 'নিমগাছে', 'গলায়', 'রশি', 'পেঁচানো', 'অবস্থায়', 'তাঁর', 'লাশ', 'পাওয়া', 'যায়', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
গত শুক্রবার নেদারল্যান্ডস সরকার বাংলাদেশের পোশাক কারখানার কর্মপরিবেশের উন্নয়ন-প্রক্রিয়ায় ৯০ লাখ ইউরো (এক ইউরো = প্রায় ১০০ টাকা) দেওয়ার সিদ্ধান্ত নিয়েছে।,"['গত', 'শুক্রবার', 'নেদারল্যান্ডস', 'সরকার', 'বাংলাদেশের', 'পোশাক', 'কারখানার', 'কর্মপরিবেশের', 'উন্নয়ন', '<PUNCT>', 'প্রক্রিয়ায়', '৯০', 'লাখ', 'ইউরো', '<PUNCT>', 'এক', 'ইউরো', '<PUNCT>', 'প্রায়', '১০০', 'টাকা', '<PUNCT>', 'দেওয়ার', 'সিদ্ধান্ত', 'নিয়েছে', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"গতকাল শুক্রবার সকালে জাতীয় প্রেসক্লাবে ইয়ুথ ফোরাম আয়োজিত এক আলোচনা সভায় মওদুদ আহমদ অভিযোগ করেন, '৫ মে রাতে তিন ঘণ্টার বেশি সময় বিদ্যুৎ বন্ধ করে শাপলা চত্বরে অভিযান চালিয়ে সমবেত বহু মানুষকে হত্যা করা হয়েছে। '","['গতকাল', 'শুক্রবার', 'সকালে', 'জাতীয়', 'প্রেসক্লাবে', 'ইয়ুথ', 'ফোরাম', 'আয়োজিত', 'এক', 'আলোচনা', 'সভায়', 'মওদুদ', 'আহমদ', 'অভিযোগ', 'করেন', '<PUNCT>', '<PUNCT>', '৫', 'মে', 'রাতে', 'তিন', 'ঘণ্টার', 'বেশি', 'সময়', 'বিদ্যুৎ', 'বন্ধ', 'করে', 'শাপলা', 'চত্বরে', 'অভিযান', 'চালিয়ে', 'সমবেত', 'বহু', 'মানুষকে', 'হত্যা', 'করা', 'হয়েছে', '<PUNCT>', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
একাত্তরের ১৮ জুন শুক্রবার দুপুর ১২টা-সাড়ে ১২টার দিকে জুমার নামাজ পড়তে তিনি চকবরকত জামে মসজিদে যান।,"['একাত্তরের', '১৮', 'জুন', 'শুক্রবার', 'দুপুর', '১২টা', '<PUNCT>', 'সাড়ে', '১২টার', 'দিকে', 'জুমার', 'নামাজ', 'পড়তে', 'তিনি', 'চকবরকত', 'জামে', 'মসজিদে', 'যান', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
জলাবদ্ধতা দূরীকরণের দাবিতে গতকাল শুক্রবার মসজিদের মাইকে ঘোষণা দিয়ে লোক জড়ো করে নারায়ণগঞ্জ সিটি করপোরেশনের মেয়র সেলিনা হায়াৎ আইভীর বাসভবন ঘেরাও করা হয়।,"['জলাবদ্ধতা', 'দূরীকরণের', 'দাবিতে', 'গতকাল', 'শুক্রবার', 'মসজিদের', 'মাইকে', 'ঘোষণা', 'দিয়ে', 'লোক', 'জড়ো', 'করে', 'নারায়ণগঞ্জ', 'সিটি', 'করপোরেশনের', 'মেয়র', 'সেলিনা', 'হায়াৎ', 'আইভীর', 'বাসভবন', 'ঘেরাও', 'করা', 'হয়', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"নারায়ণগঞ্জ সিটি করপোরেশনের ১৫ নম্বর ওয়ার্ড কাউন্সিলর মনির হোসেন জানান, এ ওয়ার্ডের ভূঁইয়ারবাগ জামে মসজিদের মাইক থেকে গতকাল শুক্রবার সকাল নয়টার পর থেকে ঘোষণা দেওয়া হতে থাকে, 'এলাকার ঘরে ঘরে বৃষ্টির পানি ঢুকে গেছে।","['নারায়ণগঞ্জ', 'সিটি', 'করপোরেশনের', '১৫', 'নম্বর', 'ওয়ার্ড', 'কাউন্সিলর', 'মনির', 'হোসেন', 'জানান', '<PUNCT>', 'এ', 'ওয়ার্ডের', 'ভূঁইয়ারবাগ', 'জামে', 'মসজিদের', 'মাইক', 'থেকে', 'গতকাল', 'শুক্রবার', 'সকাল', 'নয়টার', 'পর', 'থেকে', 'ঘোষণা', 'দেওয়া', 'হতে', 'থাকে', '<PUNCT>', '<PUNCT>', 'এলাকার', 'ঘরে', 'ঘরে', 'বৃষ্টির', 'পানি', 'ঢুকে', 'গেছে', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"তিনি বলেন, কলেজে শিক্ষকতার পাশাপাশি (বৃহস্পতি ও শুক্রবার) বাগানে এসে বাবাকে সহযোগিতা করছি।","['তিনি', 'বলেন', '<PUNCT>', 'কলেজে', 'শিক্ষকতার', 'পাশাপাশি', '<PUNCT>', 'বৃহস্পতি', 'ও', 'শুক্রবার', '<PUNCT>', 'বাগানে', 'এসে', 'বাবাকে', 'সহযোগিতা', 'করছি', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"সামনের শুক্রবার কোপা ডেল রের ফাইনাল, তাতে মুখোমুখি মাদ্রিদের দুই ক্লাব।","['সামনের', 'শুক্রবার', 'কোপা', 'ডেল', 'রের', 'ফাইনাল', '<PUNCT>', 'তাতে', 'মুখোমুখি', 'মাদ্রিদের', 'দুই', 'ক্লাব', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
মেহেরপুর সদর উপজেলার বুড়িপোতা ইউনিয়নে গতকাল শুক্রবার বিকেল চারটার দিকে বজ্রপাতে দুই কৃষকের মৃত্যু হয়েছে।,"['মেহেরপুর', 'সদর', 'উপজেলার', 'বুড়িপোতা', 'ইউনিয়নে', 'গতকাল', 'শুক্রবার', 'বিকেল', 'চারটার', 'দিকে', 'বজ্রপাতে', 'দুই', 'কৃষকের', 'মৃত্যু', 'হয়েছে', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
আজ শুক্রবার দুপুর ১২টার দিকে কুষ্টিয়া সার্কিট হাউসে সাংবাদিকদের সঙ্গে আলাপকালে তথ্যমন্ত্রী এ কথা বলেন।,"['আজ', 'শুক্রবার', 'দুপুর', '১২টার', 'দিকে', 'কুষ্টিয়া', 'সার্কিট', 'হাউসে', 'সাংবাদিকদের', 'সঙ্গে', 'আলাপকালে', 'তথ্যমন্ত্রী', 'এ', 'কথা', 'বলেন', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
মার্কিন বিজ্ঞানীরা গতকাল শুক্রবার এ তথ্য জানিয়েছেন।,"['মার্কিন', 'বিজ্ঞানীরা', 'গতকাল', 'শুক্রবার', 'এ', 'তথ্য', 'জানিয়েছেন', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
গতকাল শুক্রবার বিকেলে জাতীয় জাদুঘরের কবি সুফিয়া কামাল মিলনায়তনে আয়োজিত এক আলোচনা সভায় বাংলাদেশের ওয়ার্কার্স পার্টির সভাপতি সাংসদ রাশেদ খান মেনন এসব কথা বলেন।,"['গতকাল', 'শুক্রবার', 'বিকেলে', 'জাতীয়', 'জাদুঘরের', 'কবি', 'সুফিয়া', 'কামাল', 'মিলনায়তনে', 'আয়োজিত', 'এক', 'আলোচনা', 'সভায়', 'বাংলাদেশের', 'ওয়ার্কার্স', 'পার্টির', 'সভাপতি', 'সাংসদ', 'রাশেদ', 'খান', 'মেনন', 'এসব', 'কথা', 'বলেন', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
